epoch,train_loss,valid_loss,tone_train_acc,tone_valid_acc,pinyin_train_acc,pinyin_valid_acc
0,5.4971033383191115,4.348291877777346,0.948043704032898,0.8770325183868408,0.03125,0.09095528721809387
1,2.8956226963337843,2.8840897506283176,0.9913617968559265,0.9898374080657959,0.2515243887901306,0.25304877758026123
2,1.5190423152795651,2.5294968697332565,0.9956808686256409,0.994918704032898,0.5589430928230286,0.2916666567325592
3,0.8493154460821695,1.3399179779714154,0.9961889982223511,0.9939024448394775,0.7522866129875183,0.5807926654815674
4,0.4524609093380168,8.419253918432421,0.998348593711853,0.7230691313743591,0.8826219439506531,0.23678861558437347
5,0.2404433898627758,1.2899646893624337,0.9984756112098694,0.997459352016449,0.9519817233085632,0.5843495726585388
6,0.13067518718298374,0.9515840468868133,0.9996188879013062,0.997459352016449,0.9799288511276245,0.6930894255638123
7,0.06886495262899292,0.9559045587816546,0.9997459053993225,0.9984756112098694,0.9956808686256409,0.6905487775802612
8,0.045397776497028225,0.8825900982464513,0.9996188879013062,0.9984756112098694,0.997459352016449,0.7200203537940979
9,0.02913164557525661,0.8265658982338444,0.9996188879013062,0.9979674816131592,0.9997459053993225,0.7383130192756653
10,0.02299717487956632,0.8445547247125257,0.9997459053993225,0.9989837408065796,0.9997459053993225,0.727642297744751
11,0.016657225407160272,0.8745873503146633,0.9998729825019836,0.9984756112098694,1.0,0.7215447425842285
12,0.013637750420901106,0.8505126487824225,0.9998729825019836,0.9989837408065796,1.0,0.7322154641151428
13,0.012457736459280538,0.8217149208630284,0.9997459053993225,0.9994918704032898,1.0,0.7439024448394775
14,0.009428869117036219,0.8782947010570957,0.9998729825019836,0.9994918704032898,1.0,0.7215447425842285
15,0.00935923819415029,0.8807166137041584,0.9998729825019836,0.9989837408065796,0.9998729825019836,0.7230691313743591
16,0.008348539709189256,0.8114269063357384,0.9997459053993225,0.9989837408065796,1.0,0.747459352016449
17,0.007652609789842452,0.8151006472687568,0.9997459053993225,0.9979674816131592,1.0,0.7520325183868408
18,0.007416755907479825,0.8211296998685406,0.9997459053993225,0.9994918704032898,1.0,0.7459349632263184
19,0.005476561124148831,0.833768351424125,1.0,0.9984756112098694,1.0,0.744918704032898
20,0.004855144419707358,0.8147631662507211,1.0,0.9989837408065796,1.0,0.7464430928230286
21,0.004565270469955555,0.8337898816793196,1.0,0.9989837408065796,1.0,0.7403455376625061
22,0.004012041727111228,0.843393515194616,1.0,0.9994918704032898,1.0,0.7362805008888245
23,0.0036730818569705617,0.8037931846995507,1.0,0.9989837408065796,1.0,0.7576219439506531
24,0.003466827670449194,0.8308483708289361,1.0,0.9989837408065796,1.0,0.7433943152427673
25,0.003257436637115491,0.8376660707496828,1.0,0.9984756112098694,1.0,0.7433943152427673
26,0.0030937913807139285,0.8300758446416547,1.0,0.9989837408065796,1.0,0.7469512224197388
27,0.0028539541725455444,0.818066242721773,1.0,0.9989837408065796,1.0,0.7479674816131592
28,0.002701359405371595,0.8571659042950599,1.0,0.9989837408065796,1.0,0.7403455376625061
29,0.0026332692799680845,0.8114452467810723,1.0,0.9989837408065796,1.0,0.7484756112098694
