epoch,train_loss,valid_loss,tone_train_acc,tone_valid_acc,pinyin_train_acc,pinyin_valid_acc
0,6.4431865602974,6.21816417478746,0.9470274448394775,0.9883130192756653,0.0010162601247429848,0.0
1,6.057164938469243,6.042926742184546,0.9944105744361877,0.9740853905677795,0.001270325155928731,0.0020325202494859695
2,5.527864491067281,5.34568251332929,0.9963160753250122,0.9903455376625061,0.009019308723509312,0.011686991900205612
3,4.679854993897725,4.337772453984907,0.994918704032898,0.9969512224197388,0.03125,0.03607723489403725
4,3.6234452714764975,3.2384353683840845,0.9978404641151428,0.9964430928230286,0.11280487477779388,0.12245935201644897
5,2.5088397715149857,2.290622005539556,0.9984756112098694,0.9959349632263184,0.2797256112098694,0.2916666567325592
6,1.6365812454766375,1.5008936274436213,0.9987296462059021,0.9984756112098694,0.490091472864151,0.49644309282302856
7,1.0541667802547052,1.1733852557597622,0.999110758304596,0.9969512224197388,0.6683180928230286,0.6128048896789551
8,0.6839027931777443,0.8104456735234107,0.999110758304596,0.9984756112098694,0.8025914430618286,0.7505081295967102
9,0.43487653293745304,0.6082266953683668,0.9993648529052734,0.9994918704032898,0.8910061120986938,0.8196138143539429
10,0.2949869929229825,0.4854804575443268,0.999110758304596,0.9969512224197388,0.9340701103210449,0.8460366129875183
11,0.20146395783962273,0.4501880337634394,0.9992377758026123,0.9984756112098694,0.959857702255249,0.8643292784690857
12,0.14448671674401295,0.3845419777977851,0.9997459053993225,0.9989837408065796,0.9752286672592163,0.8831300735473633
13,0.10363746663116342,0.35065153000816224,0.9997459053993225,0.9984756112098694,0.9846290946006775,0.8912601470947266
14,0.07880901992018145,0.3132127992087795,0.9996188879013062,0.9989837408065796,0.9909806847572327,0.9024389982223511
15,0.06133696472469142,0.3117258886416112,0.9997459053993225,0.9989837408065796,0.9946646094322205,0.9009146094322205
16,0.04554579120765372,0.29876114800572395,0.9998729825019836,0.9989837408065796,0.9978404641151428,0.9044715166091919
17,0.03733533141543952,0.2844210614360148,1.0,0.9989837408065796,0.998348593711853,0.9115853905677795
18,0.030973029474356796,0.2876577628476004,1.0,0.9984756112098694,0.9992377758026123,0.9171748161315918
19,0.02487461535805246,0.26609316173820724,1.0,0.9989837408065796,0.9997459053993225,0.9171748161315918
20,0.023222041308758705,0.28075152863898584,1.0,0.9989837408065796,0.9993648529052734,0.9105691313743591
21,0.02079654564111819,0.2724914122973719,1.0,0.9989837408065796,0.9998729825019836,0.9181910753250122
22,0.017268969344232624,0.27388428331863496,1.0,0.9984756112098694,0.9997459053993225,0.9181910753250122
23,0.015632125567947703,0.2559198537661183,1.0,0.9989837408065796,0.9994918704032898,0.9237805008888245
24,0.0143224876298289,0.2514777290484598,1.0,0.9989837408065796,1.0,0.9242886304855347
25,0.012479173280753014,0.25092029926036635,1.0,0.9989837408065796,0.9998729825019836,0.9247967600822449
26,0.011587694327051683,0.2550265313156189,1.0,0.9989837408065796,1.0,0.9278455376625061
27,0.010956453653506754,0.24636121953447018,1.0,0.9989837408065796,0.9998729825019836,0.9258130192756653
28,0.009821427679370815,0.27143010088512975,1.0,0.9989837408065796,1.0,0.9181910753250122
29,0.00947489880017815,0.2538148852125291,1.0,0.9989837408065796,0.9998729825019836,0.9217479825019836
