epoch,train_loss,valid_loss,tone_train_acc,tone_valid_acc,pinyin_train_acc,pinyin_valid_acc
0,6.260163933281007,5.774719315190469,0.9267022609710693,0.9659552574157715,0.004954268224537373,0.009654471650719643
1,5.031157916154319,4.706716383657148,0.9761179089546204,0.9811992049217224,0.027820121496915817,0.038109757006168365
2,3.931459478246487,3.624299399314388,0.9796748161315918,0.985264241695404,0.09692580997943878,0.12093495577573776
3,2.8946065369660294,2.9184366772251744,0.9841209053993225,0.977642297744751,0.21786077320575714,0.19308942556381226
4,2.2031579628223326,2.2058761696661673,0.9880589246749878,0.9893292784690857,0.35276931524276733,0.333841472864151
5,1.6810155447905626,1.811384997060222,0.9895833134651184,0.9883130192756653,0.49098068475723267,0.43394309282302856
6,1.2442465005366783,1.4852165964341932,0.9930132031440735,0.9893292784690857,0.6333841681480408,0.5259146094322205
7,0.9300195254930635,1.278250414517618,0.9936483502388,0.9923780560493469,0.7310721278190613,0.5940040946006775
8,0.7141195322439923,1.0909938446937069,0.9960619807243347,0.9928861856460571,0.8042429089546204,0.6514227390289307
9,0.5502845944185567,0.915097221251457,0.9973323345184326,0.9933943152427673,0.8638211488723755,0.7093495726585388
10,0.41121598193800546,0.8043280950477046,0.9969512224197388,0.9944105744361877,0.9136179089546204,0.7540650367736816
11,0.31680556974275326,0.7391917143137224,0.998348593711853,0.994918704032898,0.939151406288147,0.7596544623374939
12,0.2556032802515883,0.6418355972536148,0.9982215166091919,0.994918704032898,0.9583333134651184,0.8013211488723755
13,0.19844308907423563,0.646933309974209,0.9993648529052734,0.994918704032898,0.9702743887901306,0.7987805008888245
14,0.1547597775129768,0.574416426881667,0.999110758304596,0.9959349632263184,0.9842479825019836,0.8282520174980164
15,0.12372633125784437,0.5448266034645419,0.9994918704032898,0.9959349632263184,0.9905995726585388,0.8384146094322205
16,0.09821864924719179,0.5192512807346159,0.9996188879013062,0.9944105744361877,0.9937754273414612,0.8460366129875183
17,0.08202524436259173,0.5154951988689361,0.9996188879013062,0.9944105744361877,0.9970782399177551,0.8419715166091919
18,0.06967469339629984,0.5019136890769005,0.9996188879013062,0.9959349632263184,0.9984756112098694,0.8419715166091919
19,0.05891900951027628,0.4708799371315587,0.9997459053993225,0.9959349632263184,0.9986026287078857,0.8633130192756653
20,0.05105113751459413,0.47265317459260264,0.9998729825019836,0.9954268336296082,0.9994918704032898,0.8511179089546204
21,0.04351648893510181,0.4525052287405537,1.0,0.9954268336296082,0.9993648529052734,0.8567073345184326
22,0.038437446041744414,0.4449137768918468,1.0,0.9964430928230286,0.9997459053993225,0.860264241695404
23,0.03385040783361206,0.44744801641471926,1.0,0.9964430928230286,0.9998729825019836,0.8643292784690857
24,0.031098444060218042,0.44711633579384896,1.0,0.9959349632263184,1.0,0.8612805008888245
25,0.027922993177563193,0.43982432734581733,1.0,0.9964430928230286,1.0,0.8622967600822449
26,0.025784396013714433,0.43496306937548423,1.0,0.9959349632263184,1.0,0.8668699264526367
27,0.024349690967701315,0.4317384383851482,1.0,0.9964430928230286,0.9998729825019836,0.8719512224197388
28,0.022294797821015847,0.42334229042453153,1.0,0.9964430928230286,1.0,0.8704268336296082
29,0.021077027078717947,0.4340608432408302,1.0,0.9964430928230286,1.0,0.8658536672592163
